Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
35,2,5,3.716,3.263,0,32,0.791,0.673,NA,0.306,NA,-14.783,-51.653
36,2,6,3.934,3.321,0,55.1,1.016,0.896,NA,0.225,NA,14.797,29.579
37,2,7,3.999,3.346,0,65.1,1.086,0.966,NA,0.07,NA,20.556,5.759
38,2,8,4.082,3.251,0,52.4,1.212,1.013,NA,0.125,NA,-48.991,-69.547
39,2,9,4.139,3.23,0,48.5,1.273,1.063,NA,0.061,NA,-19.654,29.337
40,2,10,4.147,3.218,0,32.6,1.288,1.068,NA,0.015,NA,-56.31,-36.656
41,2,11,4.156,3.206,0,29.6,1.302,1.073,NA,0.015,NA,-56.31,0
42,2,12,4.172,3.193,0,29.2,1.323,1.087,NA,0.021,NA,-36.87,19.44
43,2,13,4.197,3.173,0,17,1.355,1.107,NA,0.032,NA,-39.806,-2.936
44,2,14,4.217,3.169,0,17,1.376,1.127,NA,0.021,NA,-11.31,28.496
45,2,15,4.258,3.173,0,9.6,1.417,1.168,NA,0.041,NA,5.711,17.021
46,2,16,4.427,3.214,0,27.7,1.591,1.341,NA,0.174,NA,13.707,7.996
47,2,17,4.456,3.23,0,31.7,1.624,1.372,NA,0.033,NA,29.745,16.038
48,2,18,4.526,3.181,0,22.5,1.71,1.433,NA,0.086,NA,-35.218,-64.962
49,2,19,4.612,3.185,0,26.4,1.796,1.519,NA,0.086,NA,2.726,37.944
50,2,20,4.645,3.185,0,27.7,1.829,1.552,NA,0.033,NA,0,-2.726
51,2,21,4.674,3.173,0,31.5,1.86,1.579,NA,0.031,NA,-23.199,-23.199
52,2,22,4.731,3.161,0,25.4,1.919,1.635,NA,0.059,NA,-12.095,11.104
53,2,23,4.739,3.156,0,16.4,1.928,1.642,NA,0.009,NA,-26.565,-14.47
54,2,24,4.772,3.132,0,18.3,1.969,1.672,NA,0.041,NA,-36.87,-10.305
55,2,25,4.801,3.119,0,18.1,2.001,1.7,NA,0.031,NA,-23.199,13.671
56,2,26,4.822,3.095,0,19.6,2.033,1.719,NA,0.032,NA,-50.194,-26.996
57,2,27,4.822,3.095,0,9,2.033,1.719,NA,0,NA,0,50.194
58,2,28,4.83,3.062,0,6.6,2.067,1.725,NA,0.034,NA,-75.964,-75.964
59,2,29,4.854,3.025,0,6.9,2.111,1.748,NA,0.044,NA,-56.31,19.654
60,3,1,0.521,1.43,0,23.8,0,0,NA,NA,NA,NA,NA
61,3,2,0.521,1.446,0,31.5,0.016,0.016,NA,0.016,NA,90,NA
62,3,3,0.509,1.463,0,27.5,0.037,0.035,NA,0.021,NA,126.87,36.87
63,3,4,0.5,1.467,0,47.3,0.046,0.042,NA,0.009,NA,153.435,26.565
64,3,5,0.488,1.487,0,63.2,0.07,0.066,NA,0.024,NA,120.964,-32.471
65,3,6,0.488,1.487,0,45.3,0.07,0.066,NA,0,NA,0,-120.964
66,3,7,0.484,1.483,0,57.6,0.076,0.065,NA,0.006,NA,-135,-135
67,3,8,0.484,1.483,0,29.8,0.076,0.065,NA,0,NA,0,135
68,3,9,0.472,1.491,0,47.1,0.091,0.079,NA,0.015,NA,146.31,146.31
69,3,10,0.472,1.491,0,42.1,0.091,0.079,NA,0,NA,0,-146.31
70,3,11,0.472,1.491,0,27.9,0.091,0.079,NA,0,NA,0,0
71,3,12,0.472,1.491,0,37.3,0.091,0.079,NA,0,NA,0,0
72,3,13,0.472,1.491,0,14,0.091,0.079,NA,0,NA,0,0
73,3,14,0.472,1.491,0,19.3,0.091,0.079,NA,0,NA,0,0
74,3,15,0.463,1.487,0,13.8,0.1,0.081,NA,0.009,NA,-153.435,-153.435
75,3,16,0.439,1.512,0,20.7,0.135,0.116,NA,0.035,NA,135,-71.565
76,3,17,0.439,1.512,0,17.2,0.135,0.116,NA,0,NA,0,-135
77,3,18,0.426,1.532,0,30.3,0.159,0.14,NA,0.024,NA,120.964,120.964
78,3,19,0.422,1.537,0,33.8,0.165,0.145,NA,0.006,NA,135,14.036
79,3,20,0.422,1.537,0,23.3,0.165,0.145,NA,0,NA,0,-135
80,3,21,0.414,1.545,0,13.5,0.176,0.157,NA,0.012,NA,135,135
81,3,22,0.41,1.549,0,16.9,0.182,0.163,NA,0.006,NA,135,0
82,3,23,0.402,1.553,0,29.8,0.191,0.172,NA,0.009,NA,153.435,18.435
83,3,24,0.381,1.578,0,13.5,0.223,0.204,NA,0.032,NA,129.806,-23.629
84,3,25,0.365,1.59,0,46.4,0.244,0.224,NA,0.021,NA,143.13,13.325
85,3,26,0.352,1.611,0,60.7,0.268,0.247,NA,0.024,NA,120.964,-22.166
86,3,27,0.348,1.619,0,15.6,0.277,0.256,NA,0.009,NA,116.565,-4.399
87,3,28,0.32,1.643,0,66.1,0.315,0.294,NA,0.038,NA,139.399,22.834
88,3,29,0.295,1.648,0,45.9,0.34,0.314,NA,0.025,NA,170.538,31.139
89,3,30,0.184,1.672,0,54.4,0.454,0.415,NA,0.114,NA,167.471,-3.066
90,4,1,2.856,5.377,0,22.4,0,0,NA,NA,NA,NA,NA
91,4,2,2.865,5.356,0,21,0.022,0.022,NA,0.022,NA,-68.199,NA
92,4,3,2.86,5.323,0,17.2,0.055,0.054,NA,0.033,NA,-97.125,-28.926
93,4,4,2.856,5.307,0,30.3,0.072,0.07,NA,0.017,NA,-104.036,-6.911
94,4,5,2.856,5.299,0,36.5,0.08,0.078,NA,0.008,NA,-90,14.036
95,4,6,2.848,5.282,0,15.6,0.099,0.095,NA,0.018,NA,-116.565,-26.565
96,4,7,2.848,5.266,0,14.9,0.115,0.111,NA,0.016,NA,-90,26.565
97,4,8,2.852,5.245,0,19.6,0.136,0.132,NA,0.021,NA,-78.69,11.31
98,4,9,2.852,5.233,0,23.1,0.149,0.144,NA,0.012,NA,-90,-11.31
99,4,10,2.844,5.204,0,12.4,0.179,0.173,NA,0.03,NA,-105.945,-15.945
100,4,11,2.844,5.188,0,14.9,0.195,0.19,NA,0.016,NA,-90,15.945
101,4,12,2.848,5.179,0,8.7,0.204,0.198,NA,0.009,NA,-63.435,26.565
102,4,13,2.856,5.167,0,13.2,0.219,0.21,NA,0.015,NA,-56.31,7.125
103,4,14,2.873,5.142,0,10,0.249,0.235,NA,0.03,NA,-56.31,0
104,4,15,2.877,5.13,0,18.4,0.262,0.248,NA,0.013,NA,-71.565,-15.255
105,4,16,2.889,5.126,0,17.5,0.275,0.253,NA,0.013,NA,-18.435,53.13
106,4,17,2.897,5.114,0,20.1,0.289,0.266,NA,0.015,NA,-56.31,-37.875
107,4,18,2.897,5.114,0,25.5,0.289,0.266,NA,0,NA,0,56.31
108,4,19,2.897,5.097,0,22.9,0.306,0.283,NA,0.016,NA,-90,-90
109,4,20,2.897,5.097,0,31.3,0.306,0.283,NA,0,NA,0,90
110,4,21,2.897,5.093,0,27.1,0.31,0.287,NA,0.004,NA,-90,-90
111,4,22,2.897,5.085,0,46.6,0.318,0.295,NA,0.008,NA,-90,0
112,4,23,2.897,5.077,0,19.7,0.326,0.303,NA,0.008,NA,-90,0
113,4,24,2.897,5.072,0,24.1,0.331,0.307,NA,0.004,NA,-90,0
114,4,25,2.897,5.064,0,24.7,0.339,0.315,NA,0.008,NA,-90,0
115,4,26,2.897,5.052,0,37.9,0.351,0.327,NA,0.012,NA,-90,0
116,4,27,2.906,5.048,0,48.5,0.36,0.333,NA,0.009,NA,-26.565,63.435
117,4,28,2.914,5.044,0,52.6,0.37,0.338,NA,0.009,NA,-26.565,0
118,4,29,2.926,5.031,0,38.6,0.387,0.352,NA,0.017,NA,-45,-18.435
119,4,30,2.93,5.035,0,34.5,0.393,0.349,NA,0.006,NA,45,90
120,5,1,2.93,2.634,0,21.3,0,0,NA,NA,NA,NA,NA
121,5,2,2.93,2.663,0,24.5,0.029,0.029,NA,0.029,NA,90,NA
122,5,3,2.93,2.675,0,26.8,0.041,0.041,NA,0.012,NA,90,0
123,5,4,2.934,2.692,0,27.8,0.058,0.058,NA,0.017,NA,75.964,-14.036
124,5,5,2.943,2.696,0,34,0.067,0.063,NA,0.009,NA,26.565,-49.399
125,5,6,2.943,2.704,0,43,0.075,0.071,NA,0.008,NA,90,63.435
126,5,7,2.947,2.708,0,38.7,0.081,0.076,NA,0.006,NA,45,-45
127,5,8,2.955,2.712,0,43.4,0.09,0.082,NA,0.009,NA,26.565,-18.435
128,5,9,2.971,2.725,0,43.1,0.111,0.099,NA,0.021,NA,36.87,10.305
129,5,10,2.976,2.725,0,38.1,0.115,0.101,NA,0.004,NA,0,-36.87
130,5,11,2.971,2.725,0,46.9,0.119,0.099,NA,0.004,NA,180,180
131,5,12,2.992,2.725,0,59.7,0.14,0.109,NA,0.021,NA,0,-180
132,5,13,2.996,2.725,0,42,0.144,0.112,NA,0.004,NA,0,0
133,5,14,3.008,2.725,0,43.3,0.156,0.12,NA,0.012,NA,0,0
134,5,15,3.008,2.725,0,68.7,0.156,0.12,NA,0,NA,0,0
135,5,16,3,2.733,0,71.7,0.168,0.121,NA,0.012,NA,135,135
136,5,17,3,2.733,0,77,0.168,0.121,NA,0,NA,0,-135
137,5,18,3.004,2.741,0,81.4,0.177,0.13,NA,0.009,NA,63.435,63.435
138,5,19,3.008,2.741,0,65.5,0.181,0.132,NA,0.004,NA,0,-63.435
139,5,20,3.013,2.749,0,55.1,0.19,0.141,NA,0.009,NA,63.435,63.435
140,5,21,3.021,2.745,0,63.8,0.2,0.143,NA,0.009,NA,-26.565,-90
141,5,22,3.008,2.766,0,30,0.224,0.153,NA,0.024,NA,120.964,147.529
142,5,23,3.029,2.799,0,23.2,0.262,0.192,NA,0.039,NA,57.995,-62.969
143,5,24,3.045,2.828,0,23.4,0.296,0.225,NA,0.033,NA,60.255,2.261
144,5,25,3.054,2.848,0,32.8,0.318,0.247,NA,0.022,NA,68.199,7.943
145,5,26,3.054,2.86,0,28.8,0.33,0.258,NA,0.012,NA,90,21.801
146,5,27,3.058,2.869,0,35.3,0.339,0.267,NA,0.009,NA,63.435,-26.565
147,5,28,3.062,2.877,0,40.7,0.348,0.276,NA,0.009,NA,63.435,0
148,5,29,3.07,2.893,0,38.5,0.367,0.294,NA,0.018,NA,63.435,0
149,5,30,3.078,2.902,0,47.5,0.378,0.305,NA,0.012,NA,45,-18.435
150,6,1,1.491,2.33,0,26.5,0,0,NA,NA,NA,NA,NA
151,6,2,1.491,2.351,0,13.7,0.021,0.021,NA,0.021,NA,90,NA
152,6,3,1.508,2.363,0,83.6,0.041,0.037,NA,0.021,NA,36.87,-53.13
153,6,4,1.516,2.379,0,73.4,0.06,0.055,NA,0.018,NA,63.435,26.565
154,6,5,1.524,2.392,0,143.5,0.074,0.07,NA,0.015,NA,56.31,-7.125
155,6,6,1.524,2.392,0,127.8,0.074,0.07,NA,0,NA,0,-56.31
156,6,7,1.512,2.408,0,138.8,0.095,0.081,NA,0.021,NA,126.87,126.87
157,6,8,1.504,2.416,0,72.7,0.107,0.087,NA,0.012,NA,135,8.13
158,6,9,1.504,2.429,0,144.7,0.119,0.099,NA,0.012,NA,90,-45
159,6,10,1.504,2.441,0,111.1,0.131,0.112,NA,0.012,NA,90,0
160,6,11,1.512,2.453,0,52.2,0.146,0.125,NA,0.015,NA,56.31,-33.69
161,6,12,1.516,2.458,0,50.3,0.152,0.13,NA,0.006,NA,45,-11.31
162,6,13,1.524,2.462,0,65,0.161,0.136,NA,0.009,NA,26.565,-18.435
163,6,14,1.532,2.466,0,75.9,0.17,0.142,NA,0.009,NA,26.565,0
164,6,15,1.537,2.47,0,66,0.176,0.147,NA,0.006,NA,45,18.435
165,6,16,1.537,2.474,0,66.3,0.18,0.151,NA,0.004,NA,90,45
166,6,17,1.532,2.482,0,91.2,0.189,0.158,NA,0.009,NA,116.565,26.565
167,6,18,1.537,2.486,0,83.2,0.195,0.163,NA,0.006,NA,45,-71.565
168,6,19,1.561,2.478,0,91.3,0.221,0.164,NA,0.026,NA,-18.435,-63.435
169,6,20,1.516,2.499,0,40.1,0.271,0.17,NA,0.05,NA,155.556,173.991
170,6,21,1.504,2.523,0,34.6,0.298,0.194,NA,0.028,NA,116.565,-38.991
171,6,22,1.495,2.536,0,26.3,0.313,0.206,NA,0.015,NA,123.69,7.125
172,6,23,1.479,2.548,0,47.4,0.334,0.218,NA,0.021,NA,143.13,19.44
173,6,24,1.467,2.564,0,34.8,0.354,0.236,NA,0.021,NA,126.87,-16.26
174,6,25,1.467,2.581,0,46.5,0.371,0.252,NA,0.016,NA,90,-36.87
175,6,26,1.467,2.597,0,NA,0.387,0.268,NA,0.016,NA,90,0
176,7,1,4.706,3.329,0,29.4,0,0,NA,NA,NA,NA,NA
177,7,2,4.743,3.309,0,14.1,0.042,0.042,NA,0.042,NA,-29.055,NA
178,7,3,4.764,3.292,0,6.7,0.069,0.068,NA,0.026,NA,-38.66,-9.605
179,7,4,4.789,3.276,0,19.8,0.098,0.098,NA,0.03,NA,-33.69,4.97
180,7,5,4.813,3.259,0,14.5,0.128,0.128,NA,0.03,NA,-33.69,0
181,7,6,4.834,3.255,0,12.4,0.149,0.147,NA,0.021,NA,-11.31,22.38
182,7,7,4.883,3.23,0,18.3,0.204,0.202,NA,0.055,NA,-26.565,-15.255
183,7,8,4.892,3.206,0,18,0.23,0.222,NA,0.026,NA,-71.565,-45
184,7,9,4.937,3.189,0,11.2,0.278,0.269,NA,0.048,NA,-19.983,51.582
185,7,10,4.957,3.169,0,14,0.307,0.298,NA,0.029,NA,-45,-25.017
186,7,11,4.982,3.173,0,8.4,0.332,0.317,NA,0.025,NA,9.462,54.462
187,7,12,5.064,3.074,0,25.3,0.461,0.439,NA,0.128,NA,-50.194,-59.657
188,7,13,5.077,3.058,0,25.9,0.481,0.459,NA,0.021,NA,-53.13,-2.936
189,7,14,5.077,3.05,0,36.5,0.49,0.464,NA,0.008,NA,-90,-36.87
190,7,15,5.101,3.041,0,44.4,0.516,0.488,NA,0.026,NA,-18.435,71.565
191,7,16,5.101,3.041,0,43.7,0.516,0.488,NA,0,NA,0,18.435
192,7,17,5.118,3.045,0,23.7,0.532,0.5,NA,0.017,NA,14.036,14.036
193,7,18,5.13,3.045,0,13.9,0.545,0.51,NA,0.012,NA,0,-14.036
194,7,19,5.146,3.045,0,7.1,0.561,0.523,NA,0.016,NA,0,0
195,8,1,1.093,4.332,0,19.7,0,0,NA,NA,NA,NA,NA
196,8,2,1.093,4.345,0,43.8,0.012,0.012,NA,0.012,NA,90,NA
197,8,3,1.093,4.345,0,11,0.012,0.012,NA,0,NA,0,-90
198,8,4,1.084,4.357,0,22.7,0.027,0.026,NA,0.015,NA,123.69,123.69
199,8,5,1.072,4.373,0,38.6,0.048,0.046,NA,0.021,NA,126.87,3.18
200,8,6,1.056,4.382,0,35.4,0.066,0.062,NA,0.018,NA,153.435,26.565
201,8,7,1.031,4.398,0,31.2,0.096,0.09,NA,0.03,NA,146.31,-7.125
202,8,8,1.014,4.398,0,39.8,0.112,0.102,NA,0.016,NA,180,33.69
203,8,9,1.006,4.402,0,21.4,0.121,0.111,NA,0.009,NA,153.435,-26.565
204,8,10,0.977,4.402,0,28.4,0.15,0.135,NA,0.029,NA,180,26.565
205,8,11,0.973,4.402,0,18,0.154,0.138,NA,0.004,NA,180,0
206,8,12,0.965,4.402,0,17,0.163,0.145,NA,0.008,NA,180,0
207,8,13,0.957,4.41,0,20.6,0.174,0.157,NA,0.012,NA,135,-45
208,8,14,0.94,4.406,0,14.2,0.191,0.169,NA,0.017,NA,-165.964,59.036
209,8,15,0.936,4.406,0,18.7,0.195,0.173,NA,0.004,NA,180,-14.036
210,8,16,0.92,4.394,0,16.8,0.216,0.183,NA,0.021,NA,-143.13,36.87
211,8,17,0.891,4.402,0,15.1,0.246,0.213,NA,0.03,NA,164.055,-52.815
212,8,18,0.875,4.41,0,22.5,0.264,0.231,NA,0.018,NA,153.435,-10.62
213,8,19,0.871,4.406,0,22.5,0.27,0.234,NA,0.006,NA,-135,71.565
214,8,20,0.858,4.402,0,24.1,0.283,0.245,NA,0.013,NA,-161.565,-26.565
215,8,21,0.825,4.41,0,31.7,0.317,0.278,NA,0.034,NA,165.964,-32.471
216,8,22,0.825,4.419,0,41,0.325,0.281,NA,0.008,NA,90,-75.964
217,8,23,0.821,4.423,0,46,0.331,0.286,NA,0.006,NA,135,45
218,8,24,0.805,4.423,0,40.6,0.347,0.302,NA,0.016,NA,180,45
219,8,25,0.797,4.423,0,18.1,0.355,0.31,NA,0.008,NA,180,0
220,8,26,0.792,4.427,0,25.2,0.361,0.315,NA,0.006,NA,135,-45
221,8,27,0.788,4.431,0,19.6,0.367,0.32,NA,0.006,NA,135,0
222,8,28,0.764,4.435,0,9.7,0.392,0.345,NA,0.025,NA,170.538,35.538
223,8,29,0.755,4.443,0,14,0.404,0.355,NA,0.012,NA,135,-35.538
224,8,30,0.731,4.464,0,9.6,0.436,0.385,NA,0.032,NA,140.194,5.194
225,9,1,1.668,4.912,0,14.5,0,0,NA,NA,NA,NA,NA
226,9,2,1.68,4.904,0,22.1,0.015,0.015,NA,0.015,NA,-33.69,NA
227,9,3,1.693,4.883,0,75.4,0.039,0.038,NA,0.024,NA,-59.036,-25.346
228,9,4,1.697,4.871,0,87.2,0.052,0.05,NA,0.013,NA,-71.565,-12.529
229,9,5,1.701,4.871,0,87.7,0.056,0.053,NA,0.004,NA,0,71.565
230,9,6,1.709,4.863,0,75.3,0.068,0.064,NA,0.012,NA,-45,-45
231,9,7,1.713,4.863,0,77,0.072,0.067,NA,0.004,NA,0,45
232,9,8,1.713,4.854,0,76.6,0.08,0.073,NA,0.008,NA,-90,-90
233,9,9,1.713,4.854,0,69.4,0.08,0.073,NA,0,NA,0,90
234,9,10,1.705,4.842,0,85.6,0.095,0.079,NA,0.015,NA,-123.69,-123.69
235,9,11,1.713,4.838,0,86.7,0.104,0.087,NA,0.009,NA,-26.565,97.125
236,9,12,1.705,4.834,0,131.1,0.113,0.086,NA,0.009,NA,-153.435,-126.87
237,9,13,1.705,4.834,0,108.5,0.113,0.086,NA,0,NA,0,153.435
238,9,14,1.709,4.822,0,116.8,0.126,0.099,NA,0.013,NA,-71.565,-71.565
239,9,15,1.73,4.822,0,135,0.147,0.109,NA,0.021,NA,0,71.565
240,9,16,1.73,4.822,0,126.9,0.147,0.109,NA,0,NA,0,0
241,9,17,1.742,4.83,0,143.3,0.161,0.111,NA,0.015,NA,33.69,33.69
242,9,18,1.742,4.83,0,136.9,0.161,0.111,NA,0,NA,0,-33.69
243,9,19,1.75,4.834,0,115.9,0.171,0.113,NA,0.009,NA,26.565,26.565
244,9,20,1.75,4.834,0,119.8,0.171,0.113,NA,0,NA,0,-26.565
245,9,21,1.759,4.838,0,86.9,0.18,0.117,NA,0.009,NA,26.565,26.565
246,9,22,1.759,4.838,0,75.6,0.18,0.117,NA,0,NA,0,-26.565
247,9,23,1.763,4.838,0,126.1,0.184,0.12,NA,0.004,NA,0,0
248,9,24,1.763,4.838,0,119.3,0.184,0.12,NA,0,NA,0,0
249,9,25,1.771,4.838,0,94.7,0.192,0.127,NA,0.008,NA,0,0
250,9,26,1.771,4.838,0,104.9,0.192,0.127,NA,0,NA,0,0
251,9,27,1.779,4.834,0,92.2,0.201,0.136,NA,0.009,NA,-26.565,-26.565
252,9,28,1.779,4.834,0,83.6,0.201,0.136,NA,0,NA,0,26.565
253,9,29,1.787,4.834,0,93.7,0.21,0.143,NA,0.008,NA,0,0
254,9,30,1.796,4.83,0,79.6,0.219,0.152,NA,0.009,NA,-26.565,-26.565
255,10,1,0.801,0.221,0,29,0,0,NA,NA,NA,NA,NA
256,10,2,0.78,0.233,0,33.7,0.024,0.024,NA,0.024,NA,149.036,NA
257,10,3,0.751,0.233,0,26.4,0.053,0.051,NA,0.029,NA,180,30.964
258,10,4,0.723,0.229,0,21.8,0.082,0.079,NA,0.029,NA,-171.87,8.13
259,10,5,0.714,0.233,0,15.9,0.091,0.087,NA,0.009,NA,153.435,-34.695
260,10,6,0.706,0.241,0,15.1,0.103,0.097,NA,0.012,NA,135,-18.435
261,10,7,0.698,0.25,0,20.7,0.114,0.107,NA,0.012,NA,135,0
262,10,8,0.69,0.258,0,9,0.126,0.117,NA,0.012,NA,135,0
263,10,9,0.677,0.266,0,6.7,0.141,0.131,NA,0.015,NA,146.31,11.31
264,10,10,0.653,0.287,0,14.3,0.173,0.162,NA,0.032,NA,140.194,-6.116
265,10,11,0.64,0.303,0,15.6,0.193,0.18,NA,0.021,NA,126.87,-13.325
266,10,12,0.632,0.307,0,11.7,0.203,0.189,NA,0.009,NA,153.435,26.565
267,10,13,0.628,0.315,0,13.4,0.212,0.197,NA,0.009,NA,116.565,-36.87
268,10,14,0.62,0.324,0,21.2,0.223,0.208,NA,0.012,NA,135,18.435
269,10,15,0.612,0.34,0,20.5,0.242,0.224,NA,0.018,NA,116.565,-18.435
270,10,16,0.599,0.344,0,20.1,0.255,0.236,NA,0.013,NA,161.565,45
271,10,17,0.583,0.361,0,24.7,0.278,0.259,NA,0.023,NA,135,-26.565
272,10,18,0.579,0.361,0,24.9,0.282,0.262,NA,0.004,NA,180,45
273,10,19,0.546,0.357,0,26.6,0.315,0.289,NA,0.033,NA,-172.875,7.125
274,10,20,0.533,0.365,0,19.8,0.33,0.304,NA,0.015,NA,146.31,-40.815
275,10,21,0.525,0.373,0,23.7,0.342,0.315,NA,0.012,NA,135,-11.31
276,10,22,0.513,0.385,0,27.5,0.359,0.331,NA,0.017,NA,135,0
277,10,23,0.513,0.398,0,25,0.372,0.338,NA,0.012,NA,90,-45
278,10,24,0.521,0.422,0,13.3,0.398,0.345,NA,0.026,NA,71.565,-18.435
279,10,25,0.525,0.435,0,23.7,0.411,0.349,NA,0.013,NA,71.565,0
280,10,26,0.542,0.455,0,21.1,0.437,0.349,NA,0.026,NA,51.34,-20.225
281,10,27,0.542,0.468,0,12.1,0.449,0.358,NA,0.012,NA,90,38.66
282,10,28,0.562,0.492,0,16.9,0.481,0.361,NA,0.032,NA,50.194,-39.806
283,10,29,0.562,0.5,0,13.2,0.49,0.367,NA,0.008,NA,90,39.806
284,10,30,0.562,0.5,0,15.9,0.49,0.367,NA,0,NA,0,-90
285,11,1,2.347,3.51,0,41.9,0,0,NA,NA,NA,NA,NA
286,11,2,2.367,3.498,0,25.8,0.024,0.024,NA,0.024,NA,-30.964,NA
287,11,3,2.379,3.494,0,20.4,0.037,0.037,NA,0.013,NA,-18.435,12.529
288,11,4,2.384,3.481,0,22.4,0.05,0.047,NA,0.013,NA,-71.565,-53.13
289,11,5,2.404,3.481,0,28.1,0.071,0.064,NA,0.021,NA,0,71.565
290,11,6,2.412,3.481,0,42.1,0.079,0.072,NA,0.008,NA,0,0
291,11,7,2.425,3.461,0,15.2,0.103,0.092,NA,0.024,NA,-59.036,-59.036
292,11,8,2.429,3.461,0,15.2,0.107,0.096,NA,0.004,NA,0,59.036
293,11,9,2.433,3.457,0,19.7,0.113,0.102,NA,0.006,NA,-45,-45
294,11,10,2.445,3.448,0,24.8,0.127,0.116,NA,0.015,NA,-33.69,11.31
295,11,11,2.453,3.428,0,10.8,0.15,0.135,NA,0.022,NA,-68.199,-34.509
296,11,12,2.449,3.444,0,20,0.167,0.122,NA,0.017,NA,104.036,172.235
297,11,13,2.458,3.436,0,20.6,0.178,0.133,NA,0.012,NA,-45,-149.036
298,11,14,2.482,3.42,0,23.1,0.208,0.163,NA,0.03,NA,-33.69,11.31
299,11,15,2.482,3.424,0,25.1,0.212,0.161,NA,0.004,NA,90,123.69
300,11,16,2.482,3.42,0,13.6,0.216,0.163,NA,0.004,NA,-90,-180
301,11,17,2.49,3.411,0,19.6,0.228,0.174,NA,0.012,NA,-45,45
302,11,18,2.49,3.407,0,22.5,0.232,0.177,NA,0.004,NA,-90,-45
303,11,19,2.499,3.399,0,23.1,0.243,0.188,NA,0.012,NA,-45,45
304,11,20,2.499,3.399,0,12,0.243,0.188,NA,0,NA,0,45
305,11,21,2.507,3.395,0,20,0.253,0.197,NA,0.009,NA,-26.565,-26.565
306,11,22,2.507,3.395,0,19.3,0.253,0.197,NA,0,NA,0,26.565
307,11,23,2.511,3.374,0,13.9,0.274,0.213,NA,0.021,NA,-78.69,-78.69
308,11,24,2.511,3.374,0,18.2,0.274,0.213,NA,0,NA,0,78.69
309,11,25,2.519,3.374,0,19.7,0.282,0.22,NA,0.008,NA,0,0
310,11,26,2.527,3.37,0,29.6,0.291,0.229,NA,0.009,NA,-26.565,-26.565
